,raw,bird,alternate_names,scientific_name
556,The grey-headed parrotbill (Psittiparus gularis) is a parrotbill in the family Sylviidae and is found in eastern Asia from the Himalayas to Indochina and Hainan,Grey-headed Parrotbill,,Psittiparus gularis
557,The grey-headed piprites (Piprites griseiceps) is a species of bird which traditionally has been placed in the family Tyrannidae,Grey-headed piprites,,Piprites griseiceps
558,The grey-headed robin (Heteromyias cinereifrons) is a species of bird in the family Petroicidae,grey-headed robin,,Heteromyias cinereifrons
559,The grey-headed spinetail (Cranioleuca semicinerea) is a species of bird in the family Furnariidae,grey-headed spinetail,,Cranioleuca semicinerea
560,The grey-headed tanager (Eucometis penicillata) is a widely distributed species of small Neotropical bird in the tanager family Thraupidae,grey-headed tanager,,Eucometis penicillata
561,"The grey-headed woodpecker (Picus canus), also known as the grey-faced woodpecker, is a Eurasian member of the woodpecker family, Picidae",Grey-headed woodpecker,Grey-faced woodpecker,Picus canus
562,"The grey-hooded attila (Attila rufus) is a species of bird in the family Tyrannidae, the tyrant flycatchers",Attila rufus,,Grey-hooded Attila
563,The grey-hooded bush tanager (Cnemoscopus rubrirostris) is a species of South American bird in the tanager family Thraupidae,grey-hooded bush tanager,,Cnemoscopus rubrirostris
564,The grey-hooded flycatcher (Mionectes rufiventris) is a species of bird in the family Tyrannidae,Grey-hooded Flycatcher,,Mionectes rufiventris
565,The grey-hooded sierra finch (Phrygilus gayi) is a species of bird in the family Thraupidae,grey-hooded sierra finch,,Phrygilus gayi
566,"The grey-hooded white-eye (Heleia pinaiae), also known as the grey-hooded ibon, is a species of bird in the family Zosteropidae",grey-hooded white-eye,grey-hooded ibon,Heleia pinaiae
567,The greyish eagle-owl or vermiculated eagle-owl (Bubo cinerascens) is a rather large owl of the northern part of sub-Saharan Africa,eagle-owl,"greyish eagle-owl, vermiculated eagle-owl",Bubo cinerascens
568,The greyish miner (Geositta maritima) is a species of bird in the family Furnariidae,greyish miner,,Geositta maritima
569,The greyish mourner (Rhytipterna simplex) is a species of bird in the family Tyrannidae,Rhytipterna simplex,greyish mourner,Rhytipterna simplex
570,The greyish piculet (Picumnus granadensis) is a species of bird in subfamily Picumninae of the woodpecker family Picidae,greyish piculet,,Picumnus granadensis
571,Greyish saltator has been split into three species:,Greyish Saltator,,Saltator coerulescens
572,The greylag goose or graylag goose (Anser anser) is a species of large goose in the waterfowl family Anatidae and the type species of the genus Anser,greylag goose,graylag goose,Anser anser
573,"The grey-legged tinamou (Crypturellus duidae), alternatively, the gray-legged tinamou, is a small ground-dwelling bird endemic to the neotropics",grey-legged tinamou,gray-legged tinamou,Crypturellus duidae
574,The grey-mantled wren (Odontorchilus branickii) is a species of bird in the family Troglodytidae,grey-mantled wren,,Odontorchilus branickii
575,The grey-naped antpitta (Grallaria griseonucha) is a species of bird in the family Grallariidae,Grey-naped antpitta,,Grallaria griseonucha
576,"The grey-necked bunting (Emberiza buchanani), sometimes referred to as grey-hooded bunting (a name also in use for chestnut-eared bunting[3]) is a species of bird in the family Emberizidae",Grey-necked bunting,"Grey-hooded bunting, Chestnut-eared bunting",Emberiza buchanani
577,The grey-necked rockfowl (Picathartes oreas) is a medium-sized bird in the family Picathartidae with a long neck and tail,grey-necked rockfowl,,Picathartes oreas
578,"The grey-olive greenbul (Phyllastrephus cerviniventris), or grey-olive bulbul, is a species of songbird in the bulbul family, Pycnonotidae",grey-olive greenbul,grey-olive bulbul,Phyllastrephus cerviniventris
579,The grey-rumped swallow (Pseudhirundo griseopyga) is a species of swallow,Grey-rumped swallow,,Pseudhirundo griseopyga
580,"The grey-rumped swiftlet (Collocalia marginata) or grey-rumped swiftlet, is a small bird in the swift family Apodidae",grey-rumped swiftlet,,Collocalia marginata
581,The grey-rumped treeswift (Hemiprocne longipennis) is a species of bird in the Hemiprocnidae family,Grey-rumped Treeswift,,Hemiprocne longipennis
582,The grey-sided bush warbler (Cettia brunnifrons) is a species of bush warbler (family Cettiidae),Grey-sided Bush Warbler,,Cettia brunnifrons
583,The grey-sided flowerpecker (Dicaeum celebicum) is a species of bird in the family Dicaeidae,grey-sided flowerpecker,,Dicaeum celebicum
584,The grey-sided scimitar babbler (Erythrogenys swinhoei) is a species of bird in the family Timaliidae,grey-sided scimitar babbler,,Erythrogenys swinhoei
585,"The grey-sided thrush (Turdus feae) is a species of bird in the thrush family, Turdidae",grey-sided thrush,,Turdus feae
586,The grey-streaked flycatcher or grey-spotted flycatcher (Muscicapa griseisticta) is a small passerine bird breeding in the eastern Palearctic belonging to the genus Muscicapa in the Old World flycatcher family Muscicapidae,grey-streaked flycatcher,grey-spotted flycatcher,Muscicapa griseisticta
587,"The grey-streaked honeyeater (Ptiloprora perstriata), also known as the black-backed honeyeater, is a species of bird in the family Meliphagidae",grey-streaked honeyeater,black-backed honeyeater,Ptiloprora perstriata
588,"The grey-tailed mountaingem (Lampornis cinereicauda), also variously spelled gray-tailed mountaingem, grey-tailed mountain-gem, or gray-tailed mountain-gem, is a species of hummingbird in tribe Lampornithini of subfamily Trochilinae",mountaingem,"gray-tailed mountaingem, grey-tailed mountain-gem, gray-tailed mountain-gem",Lampornis cinereicauda
589,The grey-throated babbler (Stachyris nigriceps) is a species of passerine bird in the Old World babbler family Timaliidae,grey-throated babbler,,Stachyris nigriceps
590,The grey-throated barbet (Gymnobucco bonapartei) is a species of bird in the Lybiidae family (African barbets),grey-throated barbet,,Gymnobucco bonapartei
591,"The grey-throated chat (Granatellus sallaei) is a species of bird in the family Cardinalidae, the cardinals or cardinal grosbeaks",Grey-throated chat,,Granatellus sallaei
592,The grey-throated leaftosser (Sclerurus albigularis) is a species of bird in the family Furnariidae,grey-throated leaftosser,,Sclerurus albigularis
593,The grey-throated martin or Asian plain martin[1] (Riparia chinensis) is a small passerine bird in the swallow family,grey-throated martin,Asian plain martin,Riparia chinensis
594,"The grey-throated rail (Canirallus oculeus) is a species of bird in the family Rallidae, the only member of the genus Canirallus",grey-throated rail,,Canirallus oculeus
595,The grey-throated tit-flycatcher (Myioparus griseigularis) is a species of bird in the family Muscicapidae,grey-throated tit-flycatcher,,Myioparus griseigularis
596,The grey-winged blackbird (Turdus boulboul) is a species of bird in the thrush family,grey-winged blackbird,,Turdus boulboul
597,The grey-winged cotinga (Lipaugus conditus) is a species of bird in the family Cotingidae,grey-winged cotinga,,Lipaugus conditus
598,"The grey-winged Inca finch (Incaspiza ortizi) is a species of bird traditionally placed in the family Emberizidae, but it may be more closely related to the Thraupidae",Inca finch,,Incaspiza ortizi
599,The grey-winged robin-chat or grey-winged akalat (Sheppardia polioptera) is a bird in the family Muscicapidae,Grey-winged robin-chat,Grey-winged akalat,Sheppardia polioptera
600,"The grey-winged trumpeter (Psophia crepitans) is a member of a small family of birds, the Psophiidae",Grey-winged trumpeter,,Psophia crepitans
601,Grimwood's longclaw (Macronyx grimwoodi) is a species of bird in the family Motacillidae,Grimwood's longclaw,,Macronyx grimwoodi
602,"The groove-billed ani (Crotophaga sulcirostris) is a tropical bird in the cuckoo family with a long tail and a large, curved beak",Groove-billed Ani,,Crotophaga sulcirostris
603,"The ground cuckoo-shrike (Coracina maxima) is an uncommon bird species endemic to Australia, occurring mainly in open woodland and arid grasslands throughout inland Australia,[2] but also occasionally in areas on the east coast",ground cuckoo-shrike,,Coracina maxima
604,The ground woodpecker (Geocolaptes olivaceus) is one of only three ground-dwelling woodpeckers in the world (the others are the Andean and campo flickers),Ground Woodpecker,"Andean Flicker, Campo Flicker",Geocolaptes olivaceus
605,"The growling riflebird (Ptiloris intercedens), also known as the eastern riflebird, is a medium-sized passerine bird of the family Paradisaeidae",Growling Riflebird,Eastern Riflebird,Ptiloris intercedens
606,"The Guadalcanal dwarf kingfisher (Ceyx nigromaxilla), is a species of bird in the family Alcedinidae that is endemic to Guadalcanal Island",Guadalcanal dwarf kingfisher,,Ceyx nigromaxilla
607,The Guadalcanal honeyeater (Guadalcanaria inexpectata) is a species of bird in the family Meliphagidae,Guadalcanal honeyeater,,Guadalcanaria inexpectata
608,The Guadalcanal thrush (Zoothera turipavae) is a species of bird in the family Turdidae,Guadalcanal thrush,,Zoothera turipavae
609,The Guadalupe murrelet (Synthliboramphus hypoleucus) or Xantus' Murrelet is a small seabird found in the California Current system in the Pacific Ocean,Guadalupe murrelet,Xantus Murrelet,Synthliboramphus hypoleucus
610,"The guaiabero (Bolbopsittacus lunulatus) is a species of parrot in the family Psittaculidae, belonging to the  monotypic genus Bolbopsittacus[2] and closely related to the lovebirds (Agapornis) and hanging parrots (Loriculus)",Guaiabero,,Bolbopsittacus lunulatus
611,"The Guaiquinima whitestart (Myioborus cardonai), also known as the Guaiquinima redstart, saffron-breasted whitestart or saffron-breasted redstart, is a species of bird in the family Parulidae",Guaiquinima whitestart,"Guaiquinima redstart, Saffron-breasted whitestart, Saffron-breasted redstart",Myioborus cardonai
612,"The Guam flycatcher (Myiagra freycineti), or Guam broadbill, is an extinct species of bird in the family Monarchidae formerly endemic to Guam",Guam flycatcher,Guam broadbill,Myiagra freycineti
613,The Guam kingfisher (Todiramphus cinnamominus) is a species of kingfisher from the United States Territory of Guam,Guam kingfisher,Ko'ko' bird,Todiramphus cinnamominus
614,"The Guam rail (Hypotaenidia owstoni) is a species of flightless bird, endemic to the United States territory of Guam, where it is known locally as the Ko'ko' bird",Guam rail,,Hypotaenidia owstoni
616,"The Guatemalan pygmy owl (Glaucidium cobanense) is a small ""typical owl"" in subfamily Surniinae",Guatemalan pygmy owl,,Glaucidium cobanense
617,"The Guatemalan tyrannulet or paltry tyrannulet (Zimmerius vilissimus), is a very small passerine bird in the tyrant flycatcher family",Guatemalan tyrannulet,paltry tyrannulet,Zimmerius vilissimus
618,The Guayaquil woodpecker (Campephilus gayaquilensis) is a species of bird in subfamily Picinae of the woodpecker family Picidae,Guayaquil woodpecker,,Campephilus gayaquilensis
619,The Guianan gnatcatcher (Polioptila guianensis) is a species of bird in the family Polioptilidae,Guianan gnatcatcher,,Polioptila guianensis
620,"The Guianan puffbird (Notharchus macrorhynchos) is a species of bird in the family Bucconidae, the puffbirds, nunlets, and nunbirds",Guianan puffbird,,Notharchus macrorhynchos
621,"The Guianan red cotinga (Phoenicircus carnifex) is a species of bird in the family Cotingidae, the cotingas",Guianan red cotinga,,Phoenicircus carnifex
622,"The Guianan schiffornis or olivaceous schiffornis (Schiffornis olivacea), is a species of Neotropical bird",Guianan schiffornis,olivaceous schiffornis,Schiffornis olivacea
623,"The Guianan toucanet, or Guyana toucanet (Selenidera piperivora) is a near-passerine bird in the toucan family Ramphastidae",Guianan toucanet,Guyana toucanet,Selenidera piperivora
624,"The Guianan trogon (Trogon violaceus), is a near passerine bird in the trogon and quetzal family Trogonidae",Guianan trogon,,Trogon violaceus
625,The Guianan woodcreeper (Lepidocolaptes albolineatus) is a species of bird in the subfamily Dendrocolaptinae,Guianan woodcreeper,,Lepidocolaptes albolineatus
626,"The guira cuckoo (Guira guira) is a gregarious bird found widely in open and semi-open habitats of northeastern, eastern and southern Brazil, Uruguay, Paraguay, Bolivia, and northeastern Argentina",Guira cuckoo,,Guira guira
627,"Güldenstädt's redstart (Phoenicurus erythrogastrus) also sometimes called the white-winged redstart, is a species of bird in the genus Phoenicurus, family Muscicapidae",Güldenstädt's redstart,white-winged redstart,Phoenicurus erythrogastrus
628,Gurney's eagle (Aquila gurneyi) is a large eagle in the family Accipitridae,Gurney's eagle,,Aquila gurneyi
629,Gurney's pitta (Hydrornis gurneyi) (Thai: นกแต้วแร้วท้องดำ) is a medium-sized passerine bird,Gurney's pitta,นกแต้วแร้วท้องดำ,Hydrornis gurneyi
630,Gurney's sugarbird (Promerops gurneyi) is a medium-sized passerine endemic to the mid- and high-altitude grassland velds in southern Africa,Gurney's sugarbird,,Promerops gurneyi
631,"The gyrfalcon (/ˈdʒɜːrˌfɔː(l)kən/ or /ˈdʒɜːrˌfælkən/)[3] (Falco rusticolus), the largest of the falcon species, is a bird of prey",gyrfalcon,,Falco rusticolus
